Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
7592;;Rosier  Vésuvia  noare;;Rosa  Vésuvia  noare C10l;Le Rosier  Vésuvia  propose une longue floraison exceptionnelle et abondante de fleurs simples de couleur rouge. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, résistant aux maladies;En pot de 10 litres 1/2 tige.;Rouge;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_vesuvia.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
6779;;Rosier  Opalia  noaschnee;;Rosa  Opalia  noaschnee C10l;Le Rosier  Opalia  propose une longue floraison exceptionnelle et abondante de couleur blanche. Les fleurs semi-doubles sont sous la forme de grappes et parfumées. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.40 à 0.60 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Floraison remontante et parfumée;En pot de 10 litres 1/2 tige.;Blanc;;1;0.40 à 0.60 m;Très florifère;Résiste aux maladies;;;MAA-rosa_opalia.JPG;MAA-rosa_opalia_1.JPG;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
3546;;Rosier  Isalia  noat1804;;Rosa  Isalia  noat1805 C2l;Le Rosier  Isalia  est une nouveauté 2013. Ce rosier propose une longue floraison exceptionnelle et abondante de  fleurs simples de couleur orange et au coeur blanc. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0,50 m/+/-. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 3 à 4 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, très résistant aux maladies;En pot de 2 litres;Orange;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_isalia.JPG;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-4-6-7-8-9-10;00-Depart Fournisseur
6274;;Rosier  Mareva  noamel;;Rosa  Mareva  noamel C2l;Le Rosier  Mareva  propose une longue floraison exceptionnelle et abondante de couleur rose. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, très résistant aux maladies;En pot de 2 litres;Rose;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_mareva.JPG;MAA-rosa_mareva_1.JPG;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
6494;;Rosier  Suneva  noalesae;;Rosa  Suneva  noalesae C2l;Le Rosier  Suneva  propose une longue floraison exceptionnelle et abondante de couleur jaune. Les fleurs semi-doubles sont sous la forme de grappes. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, très résistant aux maladies;En pot de 2 litres;Jaune;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_suneva.JPG;MAA-rosa_suneva_1.jpg;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
7137;;Rosier  Vésuvia  noare;;Rosa  Vésuvia  noare C2l;Le Rosier  Vésuvia  propose une longue floraison exceptionnelle et abondante de fleurs simples de couleur rouge. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.60 à 0.80 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Remontant, très résistant aux maladies;En pot de 2 litres;Rouge;;1;0.60 à 0.80 m;Très florifère;Résiste aux maladies;;;MAA-rosa_vesuvia.jpg;MAA-;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
4612;;Goyavier du Bresil;;Acca sellowiana C14l;Le Goyavier est apprécié pour sa floraison et ses fruits. Le feuillage ovale est gris  vert avec un duvet au revers.  Les fleurs font 3 à 4 cm de diamètre, les pétales sont rouges au revers blanc rosé, les étamines rouges. Il donne des fruits connus sous le nom de feijoa, la peau est verte et à maturité jaune. Ces fruits sont comestibles et ont un goût  proche des goyaves et de l ananas. Dans les régions au climat doux, les fruits arriveront à murir et se récolteront au mois de novembre. Il peut atteindre 4 m/+ pour un diamètre de 3 m +/-. Il résiste jusqu à -10°C. Taillez le en mars avril. ;1 an;420;Joli feuillage gris vert duveteux;En pot de 14 litres H. 100/120 cm;Multicolore;;1;4 m/+;Splendide floraison;Les fruits sont comestibles;;;MAA-feijoa.JPG;MAA-_acca_sellowiana.jpg;;;;;;;03-04;06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
8980;;Goyavier du Bresil;;Acca sellowiana C30l;Le Goyavier est apprécié pour sa floraison et ses fruits. Le feuillage ovale est gris  vert avec un duvet au revers.  Les fleurs font 3 à 4 cm de diamètre, les pétales sont rouges au revers blanc rosé, les étamines rouges. Il donne des fruits connus sous le nom de feijoa, la peau est verte et à maturité jaune. Ces fruits sont comestibles et ont un goût  proche des goyaves et de l ananas. Dans les régions au climat doux, les fruits arriveront à murir et se récolteront au mois de novembre. Il peut atteindre 4 m/+ pour un diamètre de 3 m +/-. Il résiste jusqu à -10°C. Taillez le en mars avril. ;1 an;420;Joli feuillage gris vert duveteux;En pot de 30 litres H. 125/150 cm;Multicolore;;1;4 m/+;Splendide floraison;Les fruits sont comestibles;;;MAA-feijoa.JPG;MAA-_acca_sellowiana.jpg;;;;;;;03-04;06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
2135;;Goyavier du Bresil;;Acca sellowiana C15l;Le Goyavier est apprécié pour sa floraison et ses fruits. Le feuillage ovale est gris  vert avec un duvet au revers.  Les fleurs font 3 à 4 cm de diamètre, les pétales sont rouges au revers blanc rosé, les étamines rouges. Il donne des fruits connus sous le nom de feijoa, la peau est verte et à maturité jaune. Ces fruits sont comestibles et ont un goût  proche des goyaves et de l ananas. Dans les régions au climat doux, les fruits arriveront à murir et se récolteront au mois de novembre. Il peut atteindre 4 m/+ pour un diamètre de 3 m +/-. Il résiste jusqu à -10°C. Taillez le en mars avril. ;1 an;420;Joli feuillage gris vert duveteux;En pot de 15 litres 1/4 Tige tressé;Multicolore;;1;4 m/+;Splendide floraison;Les fruits sont comestibles;;;MAA-feijoa.JPG;MAA-_acca_sellowiana.jpg;;;;;;;03-04;06-07;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
8088;;Gunnera manicata;;Gunnera manicata C4l;Le Gunnera manicata est impressionnant avec la taille de ses feuilles atteignant jusqu'à 2 m de diamètre. Le pétiole est recouvert d'épine, il peut faire 2 m de long. Les fleurs de couleur rouge et verte sont érigées sur un épi de 1 m de long. Il donne des fruits orange à brun de forme arrondie. Il atteint 3 à 4 m de haut sur une envergure de 4 m. Il résiste jusqu à -10 °C et doit être planté dans un milieu frais à humide et abrité du vent. Vous pouvez le planter au bord d un bassin. Protégez-le l hiver en coupant le feuillage et s en servir comme protection sur le coeur de la plante. ;1 an;1462;Spectaculaire au bord d un bassin;En pot de 4 litres;Vert;;1;3 à 4 m;Des feuilles impressinantes;;;;MAA-gunnera_manicata.jpg;MAA-gunnera_manicata.jpg;;;;;;;03-04;;;;;1;14-15;7-8;00-Depart Fournisseur
2939;;Chêne vert;;Quercus ilex C30l;Le Chêne vert est un arbre typique de la région méditerranée. Il se distingue par sa silhouette pyramidale et ses feuilles de forme ovale, rigides, vert foncé, brillantes et aux revers blancs. Son écorce lisse s écaille avec l âge. Il donne des fruits très connus, les glands de couleur brunes. Il peut monter jusqu à 15-20 m de haut pour un étalement de 8 à 12 m. Il supporte des températures proches de -16°C/+. Il est souvent utilisé comme arbre tige, en touffe ou cépée, dans un massif, en isolé ou en haie.;1 an;240;Très rustique - 16°C;En pot de 30 litres    H. 175/200 cm;Aucune;;1;15 à 20 m;Une silhouette élégante;;;;MAA-quercus_ilex.jpg;MAA-;;;;;;;03-04;;;;;1;13;6-7-8-10;00-Depart Fournisseur
1516;;Saule integra  Hakuro Nishiki;;Salix integra  Hakuro Nishiki C8l;Le Saule crevette est reconnaissable à ses jeunes pousses de couleur rose et par la suite, elles deviennent panachées, de vert et crème. Les feuilles sont étroites, longues et dentées. Cet arbre au port dense et arrondi atteint 2.50 m de haut pour une envergure de 1 à 2 m. Il supporte des températures allant jusqu à -17°C/+. Pour maitriser la croissance ou la forme du Saule crevette, taillez-le à la fin de l hiver.;1 an;240;Superbe feuillage panaché !;En pot de 8 litres 1/2 T ;Rose;;1;2.50 m;;;;;MAA-salix_hakuro_nishiki.jpg;MAA-;;;;;;;00;;;;;1;13-14;7-8;00-Depart Fournisseur
765;;Saule integra  Hakuro Nishiki;;Salix integra  Hakuro Nishiki C20l;Le Saule crevette est reconnaissable à ses jeunes pousses de couleur rose et par la suite, elles deviennent panachées, de vert et crème. Les feuilles sont étroites, longues et dentées. Cet arbre au port dense et arrondi atteint 2.50 m de haut pour une envergure de 1 à 2 m. Il supporte des températures allant jusqu à -17°C/+. Pour maitriser la croissance ou la forme du Saule crevette, taillez-le à la fin de l hiver.;1 an;240;Superbe feuillage panaché !;En pot de 20 litres  Touffe ;Rose;;1;2.50 m;;;;;MAA-salix_hakuro_nishiki.jpg;MAA-;;;;;;;00;;;;;1;13-14;7-8;00-Depart Fournisseur
2611;;Laurier Tin;;Viburnum tinus C15l;Le laurier tin est un arbuste dont les fleurs blanches sont présentes en abondance et le recouvrent. Son feuillage de couleur verte est brillant et coriace. Ce viburnum à la silhouette dense et arrondie atteint 2 à 4 m de haut pour une envergure identique. Il supporte des températures avoisinant les -20°C. Une taille de formation est réalisable après la floraison. Il s adapte très bien sous un climat maritime.;1 an;440;Joli floraison en hiver;En pot de 15 litres    H. 80/100 cm;Blanc;;1;2 à 4 m; floraison hivernale longue;;;;MAA-viburnum_tinus.jpg;MAA-;;;;;;;00;01-02-03-04;;;;1;13-14-15;6-7-8;00-Depart Fournisseur
5653;;Laurier Tin;;Viburnum tinus C25l;Le laurier tin est un arbuste dont les fleurs blanches sont présentes en abondance et le recouvrent. Son feuillage de couleur verte est brillant et coriace. Ce viburnum à la silhouette dense et arrondie atteint 2 à 4 m de haut pour une envergure identique. Il supporte des températures avoisinant les -20°C. Une taille de formation est réalisable après la floraison. Il s adapte très bien sous un climat maritime.;1 an;440;Joli floraison en hiver;En pot de 25 litres    H. 100/125 cm;Blanc;;1;2 à 4 m; floraison hivernale longue;;;;MAA-viburnum_tinus.jpg;MAA-;;;;;;;00;01-02-03-04;;;;1;13-14-15;6-7-8;00-Depart Fournisseur
3607;;Buis sempervirens;;Buxus sempervirens C3l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées.;1 an;420;Parfait pour la taille !;En pot de 3 litres ;Vert;;1;3 à 5 m;;;;;MAA-buxus_sempervirens.JPG;MAA-;;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
7027;;Buis sempervirens;;Buxus sempervirens C10l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées.;1 an;420;Parfait pour la taille !;En pot de 10 litres Mini-tige;Vert;;1;3 à 5 m;;;;;MAA-buxus_sempervirens.JPG;MAA-;;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
5209;;Agave americana  Variegata ;;Agave americana  Variegata  C3l;Cette Agave se différencie des autres avec ses feuilles  panachées vertes et sur le bord une bande jaune. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair. Elle peut atteindre 1.50 m/+ de haut et d envergure. Elle a développé une bonne résistance pour la plantation en bord de mer. Elle supporte des températures proches de -10°C/+. Privilégiez un sol de préférence drainant. Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante. ;1 an;420;Joli feuillage panaché et rustique;En pot de 3 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana_variegata.jpg;MAA-agave_americana_variegata_C3l.jpg;MAA-F70485.jpg;MAA-F70486.jpg;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
5211;;Agave americana  Variegata ;;Agave americana  Variegata  C7l décor;Cette Agave se différencie des autres avec ses feuilles  panachées vertes et sur le bord une bande jaune. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair. Elle peut atteindre 1.50 m/+ de haut et d envergure. Elle a développé une bonne résistance pour la plantation en bord de mer. Elle supporte des températures proches de -10°C/+. Privilégiez un sol de préférence drainant. Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante. ;1 an;420;Joli feuillage panaché et rustique;En pot de 7 litres Décor             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana_variegata.jpg;MAA-agave_americana_variegata_C7l_Décor.jpg;MAA-agave_americana_variegata_C7l_Décor_.JPG;MAA-F70458.jpg;MAA-F70486.jpg;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
6270;;Rosier  Opalia  noaschnee;;Rosa  Opalia  noaschnee C2l;Le Rosier  Opalia  propose une longue floraison exceptionnelle et abondante de couleur blanche. Les fleurs semi-doubles sont sous la forme de grappes et parfumées. Ses feuilles vertes sont brillantes, ovales et dentées. Ce rosier à la silhouette étalée atteint 0.40 à 0.60 m de haut sur un étalement de 0.40 à 1 m. Il supporte des températures avoisinant -18°C. Lors de la plantation, disposez de préférence 2 ou 3 rosiers par m². Taillez votre Décorosier en Février-mars.;1 an;901;Floraison remontante et parfumée;En pot de 2 litres;Blanc;;1;0.40 à 0.60 m;Très florifère;Résiste aux maladies;;;MAA-rosa_opalia.JPG;MAA-rosa_opalia_1.JPG;;;;;;;00;05-06-07-08-09-10;;;;1;13-14;1-2-4-6-7-8-9-10;00-Depart Fournisseur
3789;;Saule integra  Hakuro Nishiki;;Salix integra  Hakuro Nishiki C4l;Le Saule crevette est reconnaissable à ses jeunes pousses de couleur rose et par la suite, elles deviennent panachées, de vert et crème. Les feuilles sont étroites, longues et dentées. Cet arbre au port dense et arrondi atteint 2.50 m de haut pour une envergure de 1 à 2 m. Il supporte des températures allant jusqu à -17°C/+. Pour maitriser la croissance ou la forme du Saule crevette, taillez-le à la fin de l hiver.;1 an;240;Joli feuillage bicolore;En pot de 4 litres    Touffe.;Rose;;1;2.50 m;;;;;MAA-salix_hakuro_nishiki.jpg;MAA-;;;;;;;00;;;;;1;13-14;7-8;00-Depart Fournisseur
6443;;Saule integra  Hakuro Nishiki;;Salix integra  Hakuro Nishiki C10l décor;Le Saule crevette est reconnaissable à ses jeunes pousses de couleur rose et par la suite, elles deviennent panachées, de vert et crème. Les feuilles sont étroites, longues et dentées. Cet arbre au port dense et arrondi atteint 2.50 m de haut pour une envergure de 1 à 2 m. Il supporte des températures allant jusqu à -17°C/+. Pour maitriser la croissance ou la forme du Saule crevette, taillez-le à la fin de l hiver.;1 an;240;Joli feuillage bicolore;En pot de 10 litres Décor;Rose;;1;2.50 m;;;;;MAA-salix_hakuro_nishiki.jpg;MAA-;;;;;;;00;;;;;1;13-14;7-8;00-Depart Fournisseur
